championship_name,event_name,round_name,state,rank,name,total
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-99) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,RAJ,9,BHARAT RATANLAL LALWANI,22
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-99) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,RAJ,10,NARPAT SIGH PAL,20
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-99) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,U.K.,11,SUMER CHAND GAUTAM,19
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-99) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,PUN,12,PAVAN JOSEPH GIDEON,15
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-99) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,RAJ,13,SYED ZAKAWAT ALI,12
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-99) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,U.K.,-,AFZAL AHMAD,DNS
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-99) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,PUN,-,ARVINDER SINGH BRAR,DNS
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-99) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,U.K.,-,MANOJ KUMAR TRIPATHI,DNS
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(F-02) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP WOMEN (INDIVIDUAL),,GUJ,I,JIGNA JADEJA MEHTA,34
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,PUN,I,YOGESH PAL SINGH,37
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,U.P.,II,INDERJIT SINGH,36
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,RAJ,III,JITENDRA SINGH SISODIA,35
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,T.N.,IV,MUTHUKUMAAR NATARAJAN,33
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,W.B.,V,SIDDHARTHA MALLICK,31
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,MAH,VI,RAJVINDRA SINGH DHAMI,29
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,RAJ,VII,PUSHPENDRA SINGH BHATI,28
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,T.N.,VIII,ALBERT MADHU KUMARAN,28
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,W.B.,9,IMAN KALYAN SAMANTA,22
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,RAJ,10,ARIF KHAN,16
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,H.P.,11,PAWAN KUMAR CHAUHAN,6
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-101) CLAY PIGEON TRAP SHOOTING (NR) CHAMPIONSHIP MASTER MEN (INDIVIDUAL),,U.K.,-,MANOJ KUMAR TRIPATHI,DNS
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,KAR,I,MOHAMMED RAYAN BAIG,581-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,II,MOHD ABDUL KHALIQUE KHAN MUSTAFA KHAN,581-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,RAJ,IV,GAURAV SIKLIGAR,579-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,M.P.,V,ANUGRAH SINGH,579-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,VI,UMER SAIFULLAH KHAN,578-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,VII,TAHER BIN HUSSAIN,578-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,VIII,MOHD ABDUL QADIR KHAN,577-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,NCC,9,MUTHUKUMARAN B,577-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,10,SELVAM JOHNSON JAISOORIYA,575-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,M.P.,11,ANANT CHOUBEY,574-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,U.P.,13,VASEEM AHAMAD,573-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,14,MAHMAD OBAID KHAN,572-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,15,SWAPNIL ANIL GAVALI,572-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,U.P.,16,ANSH DUBEY,572-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,JHAR,17,RAJ SHEKHAR,572-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,PUN,19,SEHAJVEER SINGH GHUMAN,570-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,W.B.,21,SUDIP GHOSH,570-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,W.B.,22,INDRANIL GHOSH,569-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,24,KUSHAL SANTOSH GUPTA,568-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,25,MOHD. OMER FAROOQUI,568-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,PON,26,CHANDRAN T,567-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,JHAR,27,KULDEEP TOPNO,567-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,U.P.,30,ASHUTOSH KUMAR,566-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,32,AZHAR AFSAR PASHA,566-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,M.P.,34,SOURABH PATEL,565-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,A.P.,36,SURESH JAMI,565-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,37,MOHAMMED BIN ABDUL HADI,564-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,RAJ,38,ARYAN LOKANDA,564-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,JHAR,39,ROUSHAN BARAIK,564-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,T.N.,40,SENTHIL VELSAMY,563-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,BIH,41,RUDRA VEER SINGH,563-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,M.P.,42,KHUSRO KHAN,563-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,JHAR,43,TANVEER ANSARI,562-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,JHAR,45,PANKAJ KUMAR MAHTO,561-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,47,JUBER ILAHI MULLA,561-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,JHAR,48,AKASH KUJUR,561-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,M.P.,49,PRANAY BONDE,561-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,W.B.,52,RAJNEET KRISHO TOPPO,560-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,53,SALAM AHMED BIN MAHFOOZ,560-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,DEL,55,PARTH JAISWAL,560-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,M.P.,57,ANOOP SINGH,560-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,RAJ,58,DHIRENDRA SINGH BHATI,560-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,M.P.,59,ARYAN JOHNSELYO,560-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,RAJ,60,RAHUL KUMAWAT,560-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,63,MOHD SHAHID,558-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,U.P.,64,ARJUN SINGH,558-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,65,MIRZA NAZEER ALI,557-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,C.G.,66,PRASHANT JOHN ASHAWAN,557-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,JHAR,68,OMKAR KUSHWAHA,557-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,RAJ,69,HEMENDRA SINGH,556-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,70,ARUN VIKAS SELVAM,556-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,KER,71,ABDUL NASAR C H,556-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,73,SHAAYAN SUNIL BRID,556-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,RAJ,74,SUDEEP SUBIN,555-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,75,KAMRAAN AHMED PESHIMAM,554-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,RAJ,77,BHAVY MOTWANI,554-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,C.G.,78,SUMIT SONKAR,553-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,C.G.,80,WAJAHAT KAZI,552-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,M.P.,81,KASHIF LIYAQAT,552-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,A.P.,82,RAJA SAGI SRI CHARAN KAMAL VARMA,552-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,83,MOHD KHIZER DANISH,551-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,84,SYED IFTEKHAR MAHMOOD,551-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,85,SYED IMTIYAZ UDDIN,550-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,JHAR,86,ARINDAM BOSE,550-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,PUN,87,AADESH SINGH SIDHU,549-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,88,OMER FAROOQ MOHAMMED,549-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,C.G.,89,SHAILESH KUMAR SINGH,548-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,U.P.,90,UMESH KUMAR CHAUDHARY,548-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,C.G.,91,VEERENDRA SINGH THAKUR,548-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,C.G.,92,NEERAJ NIKHIL SIMON,547-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,93,SRISALA KARAN BABU,547-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,U.K.,94,NIRMAL SINGH BASERA,547-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,W.B.,95,VISHAL SARDA,546-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,96,ANKESH AMIN,545-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,98,ATUL SUBHASH BAHIRAT,541-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,99,NIKHIL NIVRUTTI PATIL,541-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,U.P.,100,TAHSEEN SIDDIQUI,541-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,102,OMKAR SHAMRAO PURIBUVA,540-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,M.P.,104,NAJEEB ULLAH KHAN,540-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,C.G.,105,MIRAN ALI,539-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,NCC,106,MD AMAN ALAM,539-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,U.P.,107,VISHAL BHARDWAJ,538-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,108,MOHD YASER MOHI UDDIN,538-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,109,RAHIL AKHTAR ALI,538-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,110,MD AHMED,537-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,111,OMAIS AHMED KHAN,536-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,C.G.,113,MOHAMMED TAQI,535-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,U.P.,114,VANSH YADAV,535-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,115,AJIT JOTIRAM THORAT,534-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,116,RAJ MAHESH KANWADKAR,534-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,JHAR,117,SYED ANSUB AYUB,531-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,TRA,118,OMAIR AHMED KHAN,530-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-01) SMALL BORE FREE RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,MAH,119,RAJAT PRAVIN MALI,530-0x
