championship_name,event_name,round_name,state,rank,name,total
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-35) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,HAR,C,392 PARAMRAJ SINGH,126
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-35) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,C,144 RAJYAVARDHAN ASHISH MOTEPATIL,127
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-35) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,KAR,C,893 ATHARVA NANDAVARAIK ASANSOL WEST BENGAL Comp,128
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-35) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,TRA,C,414 TANMAY ONKAR ROY,129
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-35) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.P.,C,915 SURYA PRATAP YADAV,130
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-35) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,C,579 HIMANSHU YADAV,131
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-35) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,C,486 ADITHYAA GYAN ANANTH,132
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-35) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,C,1175 JANMAJAY,133
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-35) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,M.P.,C,50 YASH CHOUBEY,134
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-35) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,M.P.,C,1075 SUJAL PARIHAR,135
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-35) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,HAR,-,1234 GURSEVAK SINGH ASANSOL WEST BENGAL Comp,DNS
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,I,564 ANUSHKA NAIR,395-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,HAR,II,197 POOJA,395-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,PUN,III,831 HUNAR GILL,395-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,U.P.,IV,858 ANANTA SISODIA,394-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,JHAR,V,1017 KHUSHI KUMARI,392-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,VI,370 NIHEERA KIRAN KOLI,390-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,VII,214 ANVI VIKRAM RATHOD,390-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,KAR,VIII,881 USTAT LAHORIA,389-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,JHAR,C,1227 AKANSHA OJHA,9
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,HAR,C,135 SAARVIKA,10
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,JHAR,C,1034 SRISTI PRIYA,11
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,HAR,C,697 AMEERAH ARSHAD KHAN,12
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,KAR,C,884 SREE VARSHINI KALIGOTLA,13
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,RAJ,C,819 URVI SINGH,14
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,KAR,C,437 RITISHA POHIT,15
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,1091 GAURI SANDEEP KAMBLE,16
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,313 MRUNAL SHASHIKANT NAGARE,17
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,182 SAKSHI SANDIP TORSKAR,18
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,KAR,C,894 VANSHIKA LAHORIA,19
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,661 AARYA ABHIJIT PATIL,20
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,JHAR,C,1065 JAYASHREE SINHA,21
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,TRA,C,1208 SHEJALI,22
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,574 ISHA SANGRAM KUMBHAR,23
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,89 SHRIYA RAVINDRA GOLE ASANSOL WEST BENGAL Comp,24
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,1048 SANIYA SUDESH ANGCHEKAR,25
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,RAJ,C,942 NAMITA,26
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,HAR,C,815 POOJA,27
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,KAR,C,371 ADITI HALDER,28
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,KAR,C,889 YUVAANIKA JAGADISH,29
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,U.P.,C,747 KRISHNA SINGH,30
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,1066 MANSI PRADIP SALVI,31
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,A.P.,C,449 PAKERLA JOYCEE,32
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,M.P.,C,584 ARSHIYA THAKUR,33
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,U.P.,C,957 RIA SHARMA,34
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,ORI,C,96 P SAI LAXMI,35
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,207 SAKSHI PRASHANT CHAVAN,36
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,343 SAKSHI SARJERAO DABHADE,37
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,582 SIYA VIKRAMRAO JAISWAL,38
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,NCC,C,994 LAKSHIKA RAWAT,39
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,649 RIYA ABHIJIT PATIL,40
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,HAR,C,138 ARPAN KAUR VIRK,41
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,W.B.,C,614 ANNESHA MUKHERJEE,42
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,368 DISHA SANDEEP BANDKAR,43
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,RAJ,C,1005 BHUMIKA CHANWARIYA,44
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,JHAR,C,1039 NOURATAN SRISHTI BALA,45
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,HAR,C,488 MEDHA SHARMA,46
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,309 ARIKTA RAMESH SINGH,47
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,M.P.,C,29 SHEKH SANIYA,48
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,RAJ,C,667 NISHA TADA ASANSOL WEST BENGAL Comp,49
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,C.G.,C,503 ANVESHAA TIWARI,50
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,U.K.,C,281 HARSHALI SHRIVASTAVA,51
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,U.P.,C,961 AADYA BAISWAR,52
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,C.G.,C,525 SAKSHI CHOUDHARY,53
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,PUN,C,539 AARZOO KAUSHAL,54
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,PUN,C,1144 MUSKAN MANHAS,55
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,KER,C,380 ATHENA RONISH CHALAKKAL,56
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,HAR,C,134 SIDAK KAUR,57
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,C.G.,C,336 SOUMYA BANERJEE,58
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,U.P.,C,131 SOMYA SINGH,59
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,W.B.,C,1221 RASOSHREE GHOSH,60
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,HAR,C,811 MANISHA,61
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,M.P.,C,1037 AKSHA SIDDIQUI,62
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,M.P.,C,1076 ANUSHKA YADAV,63
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,T.N.,C,323 JOSHIKAA ARUNKUMAR,64
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,M.P.,C,1077 KHUSHI NAMDEV,65
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,W.B.,C,398 BIMUGHDHA BHADURI,66
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,RAJ,C,464 LAXITA RATHORE,67
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,C,334 ADITI BALASAHEB KAWALE,68
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,PUN,-,937 NIMRAT KAUR BRAR,DNS
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-36) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,PUN,-,791 GURMAN KAUR ASANSOL WEST BENGAL Comp,DNS
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-37) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M SENIOR MASTER MEN INDIVIDUAL,,T.N.,I,326 MATHIVANAN ASANSOL WEST BENGAL Comp,365-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,RAJ,I,91 NEETUSHREE RATHORE,394-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,ARMY,II,238 DHARMENDER SINGH RAJAWAT,393-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,MAH,III,402 KUSHAL SANTOSH GUPTA,391-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,W.B.,IV,504 KRITI BURMAN,391-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,M.P.,V,133 ATUL KUMAR VERMA,389-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,HAR,VI,474 SANYUKTA SANDHU,387-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,ORI,VII,972 DIBYA RANJAN GIRI,386-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,MAH,VIII,700 NIKITA PRADIP VEDAK,386-0x
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,M.P.,C,192 RAMKRISHAN BARKORIYA,9
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,MAH,C,1087 SNEHA SHASHIKANT NANDODE,10
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,W.B.,C,408 SAPTAPARNI PAUL,11
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,RAJ,C,1117 RAJEEV RAJ CHOUBISA,12
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,JHAR,C,52 AKASH KUMAR,13
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,MAH,C,151 SWAYAM SANTOSHKUMAR PETHE,14
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,MAH,C,717 PRANIT SUBHASH DASGUDE,15
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,HAR,C,902 BHAVYA GARG,16
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,A.P.,C,546 JEYAMURUGAN VIGNESH MADHAN,17
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,RAJ,C,69 AVINASH ASANSOL WEST BENGAL Comp,18
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,MAH,C,606 JANHAVI SHASHIKANT SHINDE,19
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,HAR,C,301 RANA GGAARRYY,20
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,A.P.,C,139 GOPIKA MATHI,21
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,M.P.,C,695 ANKIT KORI,22
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,U.P.,C,984 HARSH CHAUDHARY,23
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,W.B.,C,617 AYANAVA MANNA,24
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,MAH,C,216 SHOURYA NAVINKUMAR PETHE,25
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,C.G.,C,501 ASHWINI SHARMA,26
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,KAR,C,666 SAHAS K R,27
31ST ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(A-39) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M FOR MQS,,RAJ,C,1167 NITESH MOHAN KARARWAL,28
